Title,Location,Price,Time,Category
iPhone 11 Pro,"Walton Road, Lahore•","Rs 85,000",13 minutes ago,Phone
Samsung A51,"Others, Dera Ghazi Khan•","Rs 40,000",13 minutes ago,Phone
IPhone 13 Pro Max Official PTA,"Johar Town, Lahore•","Rs 299,000",5 days ago,Phone
Sony xperia 5 Mark 1 6/64 Non Pta 10/10,"Wapda Town, Lahore•","Rs 28,000",2 weeks ago,Phone
Oneplus 10 pro,"DHA Defence Phase 5, Islamabad•","Rs 116,000",5 days ago,Phone
iphone 15 pro 256 gb,"Bahria Town Phase 8, Rawalpindi•","Rs 330,000",4 days ago,Phone
vivo Y75,"Ichhra, Lahore•","Rs 11,999",6 days ago,Phone
IPHONE 15 Pro (256GB) / Mobile For Sale,"Allama Iqbal Town, Lahore•","Rs 327,000",1 day ago,Phone
Vivo S1,"Latifabad Unit 2, Hyderabad•","Rs 27,000",13 minutes ago,Phone
i phone 11,"Allama Iqbal Town, Lahore•","Rs 62,000",13 minutes ago,Phone
iphone 11 Pro max non pta,"Farooq-e-Azam, Karachi•","Rs 78,000",13 minutes ago,Phone
iPhone 13 pro max 128gb 10/10 factory unlocked complete box with 3 cas,"Saddar, Rawalpindi•","Rs 212,000",13 minutes ago,Phone
iphone 12 pro max 256 gb pta approved,"Gulbahar, Peshawar•","Rs 237,000",13 minutes ago,Phone
Redmi Note 10 pro full box,"Gulbahar, Peshawar•","Rs 53,000",13 minutes ago,Phone
Infinix zero 30 for sale my WhatsApp 03259985624,"Others, Kasur•","Rs 27,500",13 minutes ago,Phone
Sparx Neo5 plus 3/64,"Green Town, Khanewal•","Rs 18,500",13 minutes ago,Phone
Redmi note 10 pro 10/10,"Others, Arifwala•","Rs 60,000",13 minutes ago,Phone
Iphone 7 plus official approve 128gb LLA finger ringer all ok sealed,"Gulshan-E-Hadeed, Karachi•","Rs 30,000",13 minutes ago,Phone
Iphone 7plus 128Gb,"Azam Gardens, Lahore•","Rs 44,000",13 minutes ago,Phone
sparx neo 7 plus brand new just box open,"Zafarwal Road, Narowal•","Rs 23,000",14 minutes ago,Phone
infinx zero30 16 256 GB 03326402045 My WhatsApp number,"Others, Narowal•","Rs 46,000",14 minutes ago,Phone
iPhone 14 Pro Max 256gb LLA (FactoryUnlock),"Johar Town, Lahore•","Rs 273,500",2 days ago,Phone
"Samsung S20 Ultra 12GB | 128GB Dual Sim Stock at ""SSTRADING""","Saddar, Karachi•","Rs 55,000",14 hours ago,Phone
Iphone 13 Pro Max 128Gb / For sale,"Saddar, Rawalpindi•","Rs 310,000",2 days ago,Phone
One plus Nord N100,"Others, Multan•","Rs 24,000",2 weeks ago,Phone
iPhone 15 Pro Black titanium,"DHA Phase 4, Lahore•","Rs 285,000",1 week ago,Phone
iphone 12 JV,"DHA Phase 5, Lahore•","Rs 87,500",1 week ago,Phone
256 GB Btry service py h,"Pak Avenue Colony, Sahiwal•","Rs 52,000",14 minutes ago,Phone
iPhone 15 pro max hk model,"Blue Area, Islamabad•","Rs 350,000",14 minutes ago,Phone
vivo y33s 8GB RAM 128 GB memory 0328/2741/876,"Jan Mohammad Road, Quetta•","Rs 33,000",14 minutes ago,Phone
Urgent sale S22 Ultra with box 256 GB Non pta,"Gulistan-e-Jauhar, Karachi•","Rs 180,000",14 minutes ago,Phone
Realme 8 (8+8 16/128) PTA Approved with box,"Kashmir Road, Karachi•","Rs 44,999",14 minutes ago,Phone
realme c53 6+6 ram 128 rom,"Ahsanabad, Karachi•","Rs 29,000",14 minutes ago,Phone
iPhone 12 mini factory unlock,"Clifton - Block 8, Karachi•","Rs 68,000",14 minutes ago,Phone
iphone 11 128 GB FU Non PTA,"Allama Iqbal Town, Lahore•","Rs 70,000",14 minutes ago,Phone
Iphone 12 Pro Max JV,"Cantt, Attock•","Rs 165,000",14 minutes ago,Phone
Samsung Note 20 Ultra 5G 12/256gb Official PTA Aprroved,"Gulberg 3, Lahore•","Rs 169,999",14 minutes ago,Phone
IPhone 7 Non pta,"New Karachi, Karachi•","Rs 16,000",14 minutes ago,Phone
i phone 8plus,"Sargodha - Gujrat Road, Mandi Bahauddin•","Rs 35,000",14 minutes ago,Phone
iphone 14 pro non Pta,"Bahria Town, Lahore•","Rs 200,000",14 minutes ago,Phone
iphone 14 (jv) 128 non active box pack,"Gulberg 3, Lahore•","Rs 135,000",1 week ago,Phone
REDMI 12C,"Landhi 1, Karachi•","Rs 24,000",2 days ago,Phone
OPPO F1S 4GB-64GB PTA Approved Mobile For Sale,"Sadiqabad, Rawalpindi•","Rs 10,500",2 weeks ago,Phone
Iphone X,"Nishtar Colony, Lahore•","Rs 48,000",18 hours ago,Phone
Sony Xperia 5 Mark 2 BEST FOR CAMERA AND PUBG LOVERS PTA OFFICIAL &NON,"Johar Town, Lahore•","Rs 48,999",6 days ago,Phone
Apple I phone 13 promax 256 full sim time like brand new,"Harbanspura, Lahore•","Rs 210,000",2 days ago,Phone
iPhone 12 Pro Max 256gb JV non pta,"Sunny Park, Lahore•","Rs 155,000",14 minutes ago,Phone
vivo y20 4 64gb 10by10 pta proof hai all ok ha,"Chungi Amar Sadhu, Lahore•","Rs 26,000",14 minutes ago,Phone
vivo y91,"Latifabad Unit 8, Hyderabad•","Rs 15,000",15 minutes ago,Phone
POCO X3 PRO 8/256,"Chungi Amar Sadhu, Lahore•","Rs 44,000",15 minutes ago,Phone
samsung a 13,"Garden Town - Ahmed Block, Lahore•","Rs 42,000",15 minutes ago,Phone
selling my new xsmax,"Chairman Colony, Wah•","Rs 60,000",15 minutes ago,Phone
bhai PTA proof hai,"Shahabpura, Sialkot•","Rs 6,000",15 minutes ago,Phone
i ohone 13 pro 128gb factory unlocked non PTA,"Allama Iqbal Town, Lahore•","Rs 165,000",15 minutes ago,Phone
Samsung Galaxy j6 3GB RAM 32GB MEMORY,"Nazimabad, Karachi•","Rs 14,500",15 minutes ago,Phone
4.128,"Sanjwal Model Town, Attock•","Rs 22,000",15 minutes ago,Phone
infinix note 8i,"Small Industry Road, Abbottabad•","Rs 23,000",15 minutes ago,Phone
Samsung S5,"Lalkurti, Rawalpindi•","Rs 3,500",15 minutes ago,Phone
infinix hot 10 play,"Circular Road, Kasur•","Rs 17,000",15 minutes ago,Phone
iphone 13 jv,"Mochipura Morr, Lahore•","Rs 101,000",3 days ago,Phone
Iphone 15 Pro max,"East Canal Road, Faisalabad•","Rs 80,000",7 hours ago,Phone
Honor 90,"Johar Town, Lahore•","Rs 160,000",3 weeks ago,Phone
Iphone 12 64 GB PTA approved,"Shah Di Khoi, Lahore•","Rs 160,000",3 minutes ago,Phone
Iphone 15 pro max TRA Natural 256 BH 100,"I-8, Islamabad•","Rs 350,000",5 days ago,Phone
Samsung a32  6/128  genuine charger and box,"Sana Park, Faisalabad•","Rs 44,000",3 days ago,Phone
Huawei Y9 2018 4GB-64GB,"Lahore Railway Station Road, Lahore•","Rs 15,500",15 minutes ago,Phone
iphone 11 waterpack,"Sargodha to Sillanwali Road, Sargodha•","Rs 68,000",15 minutes ago,Phone
Iphone Xs 256 gb PTA approved,"DHA Defence, Lahore•","Rs 45,000",15 minutes ago,Phone
iphone 12 pro max,"Shahdara, Lahore•","Rs 135,999",16 minutes ago,Phone
iPhone 7,"Al Kareem Garden, Lahore•","Rs 21,500",16 minutes ago,Phone
miraie mobile 03119143432 pta block,"Others, Peshawar•","Rs 7,500",15 minutes ago,Phone
oppo a53   4+64,"Adiala Road, Rawalpindi•","Rs 25,000",15 minutes ago,Phone
Xiaomi Mi 11 Lite 8/128 with Box PTA Approved,"Eminabad More, Gujranwala•","Rs 42,000",15 minutes ago,Phone
vivo y35,"Farooqabad, Sheikhüpura•","Rs 50,000",15 minutes ago,Phone
Motorola E6 Plus for sale,"Rehman Villas, Lahore•","Rs 25,000",14 minutes ago,Phone
iphone 6s plus for sale,"Burma Town, Islamabad•","Rs 18,000",16 minutes ago,Phone
one Puls 10 Pro 12 256/GB PTA Approved/0320/735/9905/my WhatsApp numb,"Others, Sargodha•","Rs 65,999",16 minutes ago,Phone
realme c67 1day yoz,"Others, Sahiwal•","Rs 48,000",16 minutes ago,Phone
iPhone 14 pro PTA Approved  256gb,"PECHS, Karachi•","Rs 360,000",4 days ago,Phone
Iphone 12 Pro 128 GB Non PTA JV,"Saddar, Karachi•","Rs 102,999",3 days ago,Phone
iPhone 13 128gb | box pack | branned new | jv,"Johar Town, Lahore•","Rs 115,000",4 days ago,Phone
Apple iPhone 12 64GB - Black - 98% Battery Health - Non PTA,"Nazimabad 4, Karachi•","Rs 90,000",1 hour ago,Phone
Pixel 4a5G Official Approved by PTA Original stock PIXELS STORE,"Township, Lahore•","Rs 51,999",2 days ago,Phone
oneplus 7t,"Dahranwala, Bahawalnagar•","Rs 47,500",3 days ago,Phone
iPhone 12 Pro Max 128gb factory,"North Nazimabad, Karachi•","Rs 100,000",16 minutes ago,Phone
I phone 7 plus 256 gb pta approved,"Naka Chowk, Multan•","Rs 35,000",16 minutes ago,Phone
js bhai ko chaie cal whstp kry 03445372007,"New Afzal Town, Rawalpindi•","Rs 32,000",16 minutes ago,Phone
OnePlus 9 pro 8/128,"GT Road, Gujrat•","Rs 100,000",16 minutes ago,Phone
I PHONE 11,"Khayaban-e-Sir Syed, Rawalpindi•","Rs 70,000",16 minutes ago,Phone
"Iphone X (64gb) , PTA approved","Peoples Colony No 1, Faisalabad•","Rs 64,500",16 minutes ago,Phone
S22 UlTRA 512GB NoN PTA Sim Abi insert ni ki 12 GB Ram,"G-13, Islamabad•","Rs 170,000",16 minutes ago,Phone
iphone xr,"Abdara Road, Peshawar•","Rs 49,500",16 minutes ago,Phone
IPhone 11,"Jhang Syedan, Islamabad•","Rs 72,000",17 minutes ago,Phone
iphone 6s . 64 gb non pta,"Farooqabad, Sheikhüpura•","Rs 14,500",17 minutes ago,Phone
Sialkot road Gujrawala /,"Chak Jagna, Gujranwala•","Rs 9,000",17 minutes ago,Phone
iphone 11 pro max excellent condition,"Nawai Killi Bhittani, Quetta•","Rs 170,000",17 minutes ago,Phone
Samsung Galaxy S10 plus for sale  0315-8074-799,"Bahria Golf City, Islamabad•","Rs 35,000",17 minutes ago,Phone
Samsung S22 Cellarena,"DHA Defence, Karachi•","Rs 115,000",4 days ago,Phone
Iphone 13 mini 128gb non pta jV brand new,"Gulshan-e-Iqbal, Karachi•","Rs 80,500",5 days ago,Phone
IPhone XS Max 64GB Jv Non pta available quantity,"Gulberg 3, Lahore•","Rs 65,000",2 days ago,Phone
vivo Y75,"Ichhra, Lahore•","Rs 11,999",6 days ago,Phone
samsung S22 ultra 12gb Ram 256gb memory,"PECHS, Karachi•","Rs 185,000",5 days ago,Phone
One plus 8T 12/256gb Dual sim Global Android13 water pack mobile phone,"Model Town, Lahore•","Rs 67,999",3 days ago,Phone
Poco X3 pro 8/256 Gb memory PTA approved my WhatsApp 0330=5925=135,"Gulshan-e-Zaheer Colony, Rawalpindi•","Rs 27,500",17 minutes ago,Phone
google pixel 3i 6/64,"Canal View, Okara•","Rs 20,000",17 minutes ago,Phone
Iphone 13 pro 256gb,"Pindora, Rawalpindi•","Rs 210,000",17 minutes ago,Phone
iPhone X 256 GB with box WhatsApp number 0330.1877359,"Nawabshah Road, Sanghar•","Rs 36,500",17 minutes ago,Phone
Tecno spark 7 pro,"Landhi Colony, Karachi•","Rs 21,000",17 minutes ago,Phone
Infinix hot 10 with box only4/64 03272767017,"Green Town, Lahore•","Rs 18,000",17 minutes ago,Phone
Samsung note20 ultra 12 256 GB 03326402045 My WhatsApp number,"Others, Gujranwala•","Rs 66,000",17 minutes ago,Phone
galaxy s6,"North Karachi Buffer Zone, Karachi•","Rs 6,500",17 minutes ago,Phone
all ok ha condition ok ha,"Mehmoodabad, Karachi•","Rs 20,000",17 minutes ago,Phone
SAMSUNG NOTE 20,"Sanjwal Model Town, Attock•","Rs 115,000",18 minutes ago,Phone
infinix hot 8,"Rahatabad, Peshawar•","Rs 14,500",18 minutes ago,Phone
Reno Z 8/256 dual sim pta approved lifetime,"Khayaban-e-Sir Syed, Rawalpindi•","Rs 38,000",16 minutes ago,Phone
one plus 7t,"Singhpura, Lahore•","Rs 45,000",17 minutes ago,Phone
Galaxy Samsung S22 Ultra,"Peshawar, Khyber Pakhtunkhwa•","Rs 320,000",4 days ago,Phone
VIVO Y97 8GB 256 GB,"Okara Bypass Road, Okara•","Rs 13,350",3 hours ago,Phone
I phone 8 non pta,"Saddar, Rawalpindi•","Rs 23,000",3 days ago,Phone
13 Pro Max Non PTA,"Gulberg 3, Lahore•","Rs 199,999",4 days ago,Phone
Vivo S1 (8GB-256GB) PTA Approved Mobile,"Adiala Road, Rawalpindi•","Rs 27,500",2 weeks ago,Phone
iPhone 13 Non pta non active Jv 2 months sim time 10/10 condition,"Township, Lahore•","Rs 106,999",3 days ago,Phone
Redmi,"Daharki, Ghotki•","Rs 45,000",18 minutes ago,Phone
Redmi,"Industrial Area, Karachi•","Rs 42,000",18 minutes ago,Phone
Samsung galaxy s8 with box,"Wapda Town, Multan•","Rs 15,500",18 minutes ago,Phone
Redmi note 8 pro part's Zrort hein mje,"Gaddai, Dera Ghazi Khan•",Rs 250,18 minutes ago,Phone
LG v30,"Drigh Colony, Karachi•","Rs 22,000",18 minutes ago,Phone
I phone 12 mini non Pta 64GB,"Ichhra, Lahore•","Rs 80,000",18 minutes ago,Phone
Jazz digit,"Mirpur Mathelo, Ghotki•","Rs 7,300",18 minutes ago,Phone
Redmi 13c 6 128 GB 03326402045 My WhatsApp number,"Others, Bahawalpur•","Rs 30,000",18 minutes ago,Phone
Samsung A50,"Shahdara, Lahore•","Rs 28,500",18 minutes ago,Phone
Tecno spark 7 pro read description,"Tarbela Road, Hazro•","Rs 20,500",19 minutes ago,Phone
pocox3pro 8/256,"Islamabad Airport, Rawalpindi•","Rs 40,000",19 minutes ago,Phone
oppo A83.4/64GB. PTA.,"Chan Shah Wasti, Khanewal•","Rs 14,500",19 minutes ago,Phone
no 1 scratch pta approved,"Khanna Pul, Islamabad•","Rs 65,000",19 minutes ago,Phone
Samsung galaxy s22 ultra 12/256GB Phantom Black complete Box,"Jalil Town, Gujranwala•","Rs 255,000",5 days ago,Phone
Google Pixel 6 8gb 128gb factory unlocked,"Saddar, Karachi•","Rs 57,000",2 weeks ago,Phone
iPhone Xr jv and x pta approved 10/10 256 gb,"Hayatabad, Peshawar•","Rs 75,000",2 weeks ago,Phone
Iphone 11 Pro - 256gb - Pta Approved - 90+ battery healths,"University Road, Karachi•","Rs 134,999",1 week ago,Phone
Iphone11promax 64gb waterpack non pta fimal price,"Saddar, Rawalpindi•","Rs 85,000",6 days ago,Phone
oppo A16 6gb 128gb oppo A17 6gb 128gb PTA approved life time warranty,"Ryaz ul Jannah, Faisalabad•","Rs 21,499",1 week ago,Phone
iphone 11 non pta water pack,"Keer Khurd, Lahore•","Rs 65,000",19 minutes ago,Phone
iphone 13-PM,"North Karachi, Karachi•","Rs 175,000",19 minutes ago,Phone
Iphone xs Max PTA Approved 256 GB,"Bahria Town - Sector C, Lahore•","Rs 105,000",19 minutes ago,Phone
infinix hot 12 play,"Gulistan-e-Jauhar Block 18, Karachi•","Rs 25,500",19 minutes ago,Phone
Mi 10T Pta aprove dual Sim Box charger 8/128,"Afghan Colony, Peshawar•","Rs 62,000",19 minutes ago,Phone
iphone 7 128gb,"Bahawalpur, Punjab•","Rs 32,000",19 minutes ago,Phone
12 pro max 256gb,"Gulshan Market, Multan•","Rs 138,000",19 minutes ago,Phone
infinix hot 10s,"Circular Road, Kasur•","Rs 17,000",19 minutes ago,Phone
Infinix hot 30 play,"Christian Colony, Rawalpindi•","Rs 30,000",19 minutes ago,Phone
Pakistani Qualities group of company,"DHA Defence, Lahore•","Rs 55,500",19 minutes ago,Phone
iphone 11 jv waterpack,"Factory Area Road, Sargodha•","Rs 68,000",19 minutes ago,Phone
one  plus 8t 10by 10 no open 15 day warranty,"Haroonabad, Bahawalnagar•","Rs 80,000",19 minutes ago,Phone
iphone 14 pro max,"Daroghewala, Lahore•","Rs 310,000",19 minutes ago,Phone
OnePlus 9R 256GB PTA Approved,"Adiala Road, Rawalpindi•","Rs 85,500",1 week ago,Phone
"VIVO S1 , Y17 , Y85 , Y97 , Y67 ,Y66 , Y55 ! OPPO A57 , A17 , F9PRO","Saddar Town, Karachi•","Rs 13,999",19 hours ago,Phone
INFINIX NOTE 30 Box Pack PTA APPROVED Zero 30 Hot 40 Smart 8 Plus,"Others, Lahore•","Rs 38,300",1 week ago,Phone
Google Pixel 6 8gb 128gb waterpack guarantee,"Saddar, Karachi•","Rs 57,000",2 weeks ago,Phone
IPhone 15 Pro Max 256GB Blue and Black Titanium,"Soan Garden, Islamabad•","Rs 355,000",4 weeks ago,Phone
Google Pixel 6 8gb 128gb OEM unlock waterpack,"DHA Phase 1, Karachi•","Rs 57,000",2 weeks ago,Phone
infinx Hot 30i,"GT Road, Hasan Abdal•","Rs 27,500",20 minutes ago,Phone
iPhone X 256 GB with box WhatsApp number 0330.1877359,"Abdalians Cooperative Block T, Lahore•","Rs 36,500",20 minutes ago,Phone
Vivo v25e,"Shahabpura, Sialkot•","Rs 56,500",20 minutes ago,Phone
oppo f19 all ok full box,"Khurrianwala Town, Faisalabad•","Rs 32,000",20 minutes ago,Phone
iphone 13Jv non pta,"Badami Bagh, Lahore•","Rs 125,000",20 minutes ago,Phone
iPhone x 256 Gb memory PTA approved my WhatsApp 0330=5925=135,"Goth Ibrahim Haidri, Karachi•","Rs 40,500",20 minutes ago,Phone
Infinix note 7 for sale,"Islampura, Multan•","Rs 25,000",20 minutes ago,Phone
Vivo y51s 8/128 dual sim,"Zaman Colony, Lahore•","Rs 32,000",20 minutes ago,Phone
iPhone sx max 256/GB PTA Approved/0320/735/9905/my WhatsApp number,"Green View Colony, Faisalabad•","Rs 51,500",20 minutes ago,Phone
OnePlus 9r,"Rahatabad, Peshawar•","Rs 70,000",20 minutes ago,Phone
Samsang Galaxy m13 4/64 non PTA 10/10 6000mah battery with box,"Kacha Sadiqabad Road, Sadiqabad•","Rs 35,000",20 minutes ago,Phone
all ok,"GT Road, Gujranwala•","Rs 12,500",20 minutes ago,Phone
iPhone XR convert to 14pro —-PTA approved —128GB—white colour,"Charsadda Road, Charsadda•","Rs 77,000",20 minutes ago,Phone
XIAOMI NOTE 13 PRO BOX PACK 200MP CAM PTA APPROVE NOTE 12 REDMI 12 A2+,"Allama Iqbal Town, Lahore•","Rs 69,500",4 days ago,Phone
iPhone 15 pro max titanium,"G-10, Islamabad•","Rs 450,000",1 day ago,Phone
Samsung Note 20 Ultra Approved,"DHA Defence, Karachi•","Rs 70,000",1 day ago,Phone
infinx note 30,"Bhatta Chowk, Lahore•","Rs 37,000",2 days ago,Phone
iPhone 13 Pro Max with Excellent Condition & Battery Health,"Bosan Road, Multan•","Rs 310,000",3 days ago,Phone
A1 NOKIA 2720 FLIP BOX PACK PTA APPROVED,"Saddar, Karachi•","Rs 6,500",1 week ago,Phone
one plus 7pro 90fps,"Phalia Mandi Bahauddin Road, Mandi Bahauddin•","Rs 37,000",20 minutes ago,Phone
Iphone Xs,"Wapda Town Phase 1, Lahore•","Rs 62,000",20 minutes ago,Phone
samsung a03 4 64 gb,"Westridge, Rawalpindi•","Rs 26,000",19 minutes ago,Phone
Etachi mega music 1 2500 mah battery,"Korangi Road, Karachi•","Rs 1,100",19 minutes ago,Phone
razer edge,"Gulbahar, Peshawar•","Rs 95,000",20 minutes ago,Phone
HUAWEI NOVA 10 SE PTA OFFICIAL APPROVED,"Chiniot Jhumra Road, Chiniot•","Rs 53,000",20 minutes ago,Phone
Redmi not 12 mobile,"Namak Mandi, Peshawar•","Rs 58,000",20 minutes ago,Phone
iphone x pta approved 64 gb 10/8,"Shadman 1, Lahore•","Rs 65,500",21 minutes ago,Phone
OnePlus 10Pro Extreme Edition 12/512,"Allama Iqbal Town, Lahore•","Rs 125,000",21 minutes ago,Phone
iPhone 7 Plus 256 gb pta approved,"North Nazimabad - Block M, Karachi•","Rs 40,000",21 minutes ago,Phone
"iPhone 15 Pro Max 256GB JV # , (03223732876)","Satellite Town, Rawalpindi•","Rs 185,000",21 minutes ago,Phone
Oppo A54,"Adiala Road, Rawalpindi•","Rs 35,000",21 minutes ago,Phone
Iphone 11 pro max 256 gb pta approved,"Paposh Nagar, Karachi•","Rs 148,500",21 minutes ago,Phone
Iphone 11 pro PTA approved,"Gulshan-e-Iqbal, Karachi•","Rs 134,999",3 days ago,Phone
Google Pixel 6 8gb 128gb OEM unlock waterpack,"DHA Phase 1, Karachi•","Rs 57,000",2 weeks ago,Phone
IPHONE 11 PRO 64/256 PTA APPROVED,"Kacheri Road, Multan•","Rs 135,500",1 week ago,Phone
Samsung S24 Ultra Non PTA On Easy installment Plan,"DHA Phase 1, Lahore•","Rs 29,400",3 days ago,Phone
"S22 Ultra 12GB | 512GB Dual Sim 5G Snapdragon Stock at ""SSTRADING""","Saddar, Karachi•","Rs 175,000",14 hours ago,Phone
samsung note 20 ultra,"Shah Kamal Road, Lahore•","Rs 160,000",4 days ago,Phone
samaung 3 official approved with box,"Quetta Avenue, Quetta•","Rs 110,000",21 minutes ago,Phone
Samsung note 20 ultra 12/256gb,"City Sadar Road, Rawalpindi•","Rs 110,000",21 minutes ago,Phone
Samsung Note 10 plus,"Bahria Town - Sector A, Lahore•","Rs 78,000",21 minutes ago,Phone
Huawei Mate 50 pro. 8.512 GB. 03306591175 My Whatsapp number,"Others, Mirpur Khas•","Rs 55,000",21 minutes ago,Phone
realme C 12,"Liaquatabad, Karachi•","Rs 15,000",21 minutes ago,Phone
IPhone 13 Pro Max,"Clifton Cantonment, Karachi•","Rs 205,000",21 minutes ago,Phone
i am selling samsung s8+,"Faisalabad Road, Sheikhüpura•","Rs 25,000",22 minutes ago,Phone
infinix note 12 8GB RAM 128 GB memory 0322/079/4927,"Mandi Town, Bhakkar•","Rs 30,000",22 minutes ago,Phone
tecno camon 20,"Korangi, Karachi•","Rs 37,000",22 minutes ago,Phone
Sony Xperia 5 Mark 2 Pink Color,"Canal Colony, Bahawalpur•","Rs 45,000",22 minutes ago,Phone
docomo 64 gb no falt PTA a proof,"Latifabad, Hyderabad•","Rs 9,500",22 minutes ago,Phone
Redmi 13c 6 128 GB 03326402045 My WhatsApp number,"Others, Peshawar•","Rs 30,000",22 minutes ago,Phone
13 paromax 128GB,"Gulberg 3, Lahore•","Rs 310,000",22 minutes ago,Phone
iPhone 11 Pro MAX 64 GB PTA Approved For Sale,"New Garden Town, Lahore•","Rs 180,000",1 week ago,Phone
iPhone 15 Pro Max,"I-8 Markaz, Islamabad•","Rs 180,000",2 days ago,Phone
Iphone 11 Pro - 256gb - Pta Approved - 90+ battery healths,"University Road, Karachi•","Rs 134,999",1 week ago,Phone
Xs Max PTA,"Mochipura Morr, Lahore•","Rs 116,000",1 week ago,Phone
Iphone 12 Pro Max 256 gb,"Hayatabad Phase 2, Peshawar•","Rs 229,000",1 week ago,Phone
Iphone 15 256GB ( pta approved ),"9th Avenue, Islamabad•","Rs 385,000",5 days ago,Phone
Oneplus 8 12/256 Dual Global,"Model Town, Gujranwala•","Rs 75,000",22 minutes ago,Phone
iPhone 6s plus 128 GB with box WhatsApp number 0330.1877359,"Abdul Hakim, Punjab•","Rs 12,500",22 minutes ago,Phone
iphone x non pta 256gb,"Kotli Loharan, Sialkot•","Rs 55,000",22 minutes ago,Phone
iPhone X non PTA,"Cantt, Karachi•","Rs 38,000",22 minutes ago,Phone
iphone,"DHA Phase 4, Karachi•","Rs 160,000",22 minutes ago,Phone
Motorola Moto Z2 Force   4GB 64GB Golden Addition,"North Karachi - Sector 5-C, Karachi•","Rs 13,500",22 minutes ago,Phone
iPhone Xs Max 64gb 86% Battery Dual PTA,"Manawala, Faisalabad•","Rs 123,000",22 minutes ago,Phone
Apple iPhone 8 plus,"Shahpur, Taxila•","Rs 42,500",22 minutes ago,Phone
Microsoft Lumia 435,"Qasimabad Phase 1, Hyderabad•","Rs 2,500",22 minutes ago,Phone
iPhone 14 pro PTA approve deep purple,"D Type Colony, Faisalabad•","Rs 360,000",22 minutes ago,Phone
03406032988 urgent sell,"Phalia Mandi Bahauddin Road, Mandi Bahauddin•","Rs 5,000",23 minutes ago,Phone
iphone 11 pro (512) Gb Non pta factory unlock,"Bin Qasim Town, Karachi•","Rs 100,000",23 minutes ago,Phone
Xiaomi note 10 lite,"Kalma Chowk, Lahore•","Rs 52,500",23 minutes ago,Phone
iPhone 12 Pro Factory Unlock,"Saddar, Karachi•","Rs 114,999",3 days ago,Phone
I phone 8 non pta,"Saddar, Rawalpindi•","Rs 23,000",3 days ago,Phone
DHAMAKA OFFER MOTO G32 (6GB+128GB) DUAL SIM A+++ CONDITION PTA APROVED,"Saddar Town, Karachi•","Rs 30,999",3 days ago,Phone
Galaxy Z fold 4,"Tariq Road, Karachi•","Rs 462,000",3 weeks ago,Phone
IPhone 14 pro max 1tb JV PHONE,"Gulberg 3, Lahore•","Rs 240,000",4 days ago,Phone
Iphone 8 Non pta bypass All ok,"GT Road, Gujranwala•","Rs 14,600",2 days ago,Phone
iPad mini 5 64gb with charger,"Landhi Colony, Karachi•","Rs 55,000",23 minutes ago,Phone
Iphone 7 plus Non Pta,"Gulistan-e-Jauhar Block 3, Karachi•","Rs 32,000",23 minutes ago,Phone
Aqous sharp 5g zero non pta  ha All ok ha 6/64,"Cantt, Taxila•","Rs 23,500",23 minutes ago,Phone
infinix zero 30.16. 256 GB. 03306591175 My Whatsapp number,"Others, Islamabad•","Rs 36,000",23 minutes ago,Phone
Oppo A57. Ram 6GB.  Rom 128GB,"Jora Pull, Lahore•","Rs 25,000",23 minutes ago,Phone
Infinix Hot 8 Lite X650 Mobile 2GB Ram 32GB Rom PTA Approved,"Delhi Colony, Karachi•","Rs 12,000",23 minutes ago,Phone
iPhone 6s plus 128 GB with box WhatsApp number 0330.1877359,"Halani, Dadu•","Rs 12,500",23 minutes ago,Phone
iphone 12 128gb non pta factory like new,"Korangi Road, Karachi•","Rs 120,000",23 minutes ago,Phone
HUAWEI P9 LITE PTA APPROVED,"Dheri Hassanabad, Rawalpindi•","Rs 7,500",23 minutes ago,Phone
I phone 7 Plus For Sale (Non Pta),"Lahore Press Club Housing Scheme, Lahore•","Rs 24,000",24 minutes ago,Phone
Tencno spark 10,"Gulshan-e-Iqbal, Karachi•","Rs 30,000",24 minutes ago,Phone
Samsung note 20 5g,"Nazimabad 2, Karachi•","Rs 56,000",24 minutes ago,Phone
vivo S1,"Qasim Bela, Multan•","Rs 27,500",24 minutes ago,Phone
Samsung A7 2018,"Saddar, Karachi•","Rs 19,999",1 week ago,Phone
S23 Ultra Dual Sim 12 gb 256 gb  Box pack,"Allama Iqbal Road, Sialkot•","Rs 278,000",6 days ago,Phone
"One Plus 9 Pro 5G 12GB | 256GB Dual Sim Availabile at ""SSTRADING""","Saddar, Karachi•","Rs 90,000",1 week ago,Phone
iPhone 11 64 Gb non PTA,"Gulistan-e-Jauhar, Karachi•","Rs 65,000",4 days ago,Phone
IPhone 12 Pro Max 256GB PTA,"Gulberg 3, Lahore•","Rs 205,000",2 days ago,Phone
IPHONE 8 JV With Free Smart Band,"DHA Defence, Karachi•","Rs 24,999",1 week ago,Phone
Huawei Nova 10se - Non PTA - Charger not Included,"Korangi Road, Karachi•","Rs 35,000",24 minutes ago,Phone
infinix note 11 10 by 10 condition 6/128 no box,"DHA Phase 2, Lahore•","Rs 35,000",24 minutes ago,Phone
Infinix Hot 10 Play 4/64,"Model Colony, Karachi•","Rs 21,000",24 minutes ago,Phone
iphone 13,"Anarkali, Lahore•","Rs 95,000",24 minutes ago,Phone
